Movie ID,Title,Release Date,Genre,Vote Average,Vote Count,Overview,Language,Budget,Revenue,Poster Path,Popularity,Adult,Production Companies
502356,The Super Mario Bros. Movie,2023-04-05,Family,7.639,9323,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,100000000,1362000000,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,183.185,False,"Universal Pictures, Illumination, Nintendo"
502356,The Super Mario Bros. Movie,2023-04-05,Adventure,7.639,9323,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,100000000,1362000000,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,183.185,False,"Universal Pictures, Illumination, Nintendo"
502356,The Super Mario Bros. Movie,2023-04-05,Fantasy,7.639,9323,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,100000000,1362000000,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,183.185,False,"Universal Pictures, Illumination, Nintendo"
502356,The Super Mario Bros. Movie,2023-04-05,Comedy,7.639,9323,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,100000000,1362000000,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,183.185,False,"Universal Pictures, Illumination, Nintendo"
1144962,Transmorphers: Mech Beasts,2023-06-09,Action,5.424,33,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",en,0,65452,https://image.tmdb.org/t/p/w500/oqhaffnQqSzdLrYAQA5W4IdAoCX.jpg,173.322,False,The Asylum
1144962,Transmorphers: Mech Beasts,2023-06-09,Science Fiction,5.424,33,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",en,0,65452,https://image.tmdb.org/t/p/w500/oqhaffnQqSzdLrYAQA5W4IdAoCX.jpg,173.322,False,The Asylum
670292,The Creator,2023-09-27,Action,7.086,3087,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",en,80000000,104272136,https://image.tmdb.org/t/p/w500/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg,167.159,False,"New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams Productions"
670292,The Creator,2023-09-27,Adventure,7.086,3087,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",en,80000000,104272136,https://image.tmdb.org/t/p/w500/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg,167.159,False,"New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams Productions"
670292,The Creator,2023-09-27,Science Fiction,7.086,3087,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",en,80000000,104272136,https://image.tmdb.org/t/p/w500/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg,167.159,False,"New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams Productions"
976573,Elemental,2023-06-14,Animation,7.6,4600,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",en,200000000,496444308,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,169.375,False,"Walt Disney Pictures, Pixar"
976573,Elemental,2023-06-14,Comedy,7.6,4600,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",en,200000000,496444308,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,169.375,False,"Walt Disney Pictures, Pixar"
976573,Elemental,2023-06-14,Family,7.6,4600,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",en,200000000,496444308,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,169.375,False,"Walt Disney Pictures, Pixar"
976573,Elemental,2023-06-14,Fantasy,7.6,4600,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",en,200000000,496444308,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,169.375,False,"Walt Disney Pictures, Pixar"
976573,Elemental,2023-06-14,Romance,7.6,4600,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",en,200000000,496444308,https://image.tmdb.org/t/p/w500/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,169.375,False,"Walt Disney Pictures, Pixar"
1022796,Wish,2023-11-13,Animation,6.3,1520,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",en,175000000,254997360,https://image.tmdb.org/t/p/w500/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg,174.995,False,"Walt Disney Pictures, Walt Disney Animation Studios"
1022796,Wish,2023-11-13,Family,6.3,1520,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",en,175000000,254997360,https://image.tmdb.org/t/p/w500/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg,174.995,False,"Walt Disney Pictures, Walt Disney Animation Studios"
1022796,Wish,2023-11-13,Fantasy,6.3,1520,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",en,175000000,254997360,https://image.tmdb.org/t/p/w500/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg,174.995,False,"Walt Disney Pictures, Walt Disney Animation Studios"
1022796,Wish,2023-11-13,Adventure,6.3,1520,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",en,175000000,254997360,https://image.tmdb.org/t/p/w500/m9ckCVKU9vW3Dxc8hbodx7mjJbe.jpg,174.995,False,"Walt Disney Pictures, Walt Disney Animation Studios"
667538,Transformers: Rise of the Beasts,2023-06-06,Science Fiction,7.272,4723,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",en,195000000,441381193,https://image.tmdb.org/t/p/w500/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,156.564,False,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro"
667538,Transformers: Rise of the Beasts,2023-06-06,Adventure,7.272,4723,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",en,195000000,441381193,https://image.tmdb.org/t/p/w500/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,156.564,False,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro"
667538,Transformers: Rise of the Beasts,2023-06-06,Action,7.272,4723,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",en,195000000,441381193,https://image.tmdb.org/t/p/w500/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,156.564,False,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro"
1149913,TOGEFILM - Mei Mei,2023-04-06,Drama,10.0,2,,id,0,0,https://image.tmdb.org/t/p/w500/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,141.862,False,Kelas Bintang
1149913,TOGEFILM - Mei Mei,2023-04-06,Romance,10.0,2,,id,0,0,https://image.tmdb.org/t/p/w500/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,141.862,False,Kelas Bintang
787699,Wonka,2023-12-06,Comedy,7.106,3669,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",en,125000000,632302312,https://image.tmdb.org/t/p/w500/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,140.443,False,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment"
787699,Wonka,2023-12-06,Family,7.106,3669,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",en,125000000,632302312,https://image.tmdb.org/t/p/w500/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,140.443,False,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment"
787699,Wonka,2023-12-06,Fantasy,7.106,3669,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",en,125000000,632302312,https://image.tmdb.org/t/p/w500/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,140.443,False,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment"
1145491,Operation Black Ops,2023-07-11,Action,5.6,47,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",en,0,0,https://image.tmdb.org/t/p/w500/vMgkjQM2fHirExilsTZWJTqL33G.jpg,140.542,False,
1145491,Operation Black Ops,2023-07-11,Thriller,5.6,47,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",en,0,0,https://image.tmdb.org/t/p/w500/vMgkjQM2fHirExilsTZWJTqL33G.jpg,140.542,False,
